Filename,Start,End,Final_Start,Final_End,Transcription_id,Time,Transcription
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:11:11,00:11:13,0:11:11,0:11:13,0000,000000Z,fove five three grean tor clark
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:11:27,00:11:37,0:11:27,0:11:37,0001,000000Z,yeu ere cleared op oft and you ll be pushing back ater
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:12:38,00:12:47,0:12:38,0:12:47,0002,000000Z,fivefive three heav y released atd five four five nd time now one three and we might be able to move that
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:13:14,00:13:23,0:13:14,0:13:23,0003,000000Z,seven sixty nine zur zuro fur sixty none greans towerwifiveazro six nne
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:17:03,00:17:05,0:17:03,0:17:05,0004,000000Z,aero flot o four
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:17:06,00:17:07,0:17:06,0:17:07,0005,000000Z,four re
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:17:08,00:17:16,0:17:08,0:17:16,0006,000000Z,owtwo two five five ie clear to land wn one three zero three five
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:18:00,00:18:11,0:18:00,0:18:11,0007,000000Z,seixt kilothr fourkt whatever you like left kilo three thre fives
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:18:24,00:18:29,0:18:24,0:18:29,0008,000000Z,kilo juliett s o fivei sv ss
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:19:20,00:19:34,0:19:20,0:19:34,0009,000000Z,one d clear clear to airporttt maintain five thousand six six thoumo one o six pot six squawk five two three zero
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:21:35,00:21:45,0:21:35,0:21:45,0010,000000Z,itkilottwo tiand tre  five good nigt
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:27:52,00:27:56,0:27:52,0:27:56,0011,000000Z,onefveo
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:29:52,00:29:58,0:29:52,0:29:58,0012,000000Z,zero seven zeroefor takeoff when called
KGSO1-Twr-Jun-01-2024-0000Z.wav,00:31:45,00:31:48,0:31:45,0:31:48,0013,000000Z,contact porter
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:00:00,00:00:02,0:30:00,0:30:02,0014,003000Z,three golf k
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:01:48,00:01:51,0:31:48,0:31:51,0015,003000Z,por
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:02:20,00:02:31,0:32:20,0:32:31,0016,003000Z,tower os thre nine fivetowrrwhenkoldvre cleared to land three nine six
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:08:46,00:08:47,0:38:46,0:38:47,0017,003000Z,holf
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:09:13,00:09:24,0:39:13,0:39:24,0018,003000Z,wsx  three kilo kilo thre thie
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:09:30,00:09:41,0:39:30,0:39:41,0019,003000Z,nthree ruing four six nf tak kilo one intersection fouro seven thousand one hundred
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:09:46,00:09:48,0:39:46,0:39:48,0020,003000Z,or shoru
KGSO1-Twr-Jun-01-2024-0030Z.wav,00:12:04,00:12:13,0:42:04,0:42:13,0021,003000Z,juliett to kilo to crossfveo kiloto mike
